generic_name,status,availability,shortage_reason,dosage_form,company_name,initial_posting_date,update_type,therapeutic_category,year,month,risk,generic_name_encoded,shortage_reason_encoded,dosage_form_encoded,company_name_encoded,update_type_encoded,therapeutic_category_encoded,production_drop_3m,import_dependency,demand_surge,days_since_last_shortage,manufacturer_shortage_history,price_increase_pct
Vancomycin Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2025-11-14,New,Anti-Infective,2025,11,1,234,8,8,54,0,2,14.38997704778945,43.3290774798645,0,30.0,5.624332298169212,0.0
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Unknown,Unknown,Tablet,Torrent Pharma Inc.,2025-06-13,New,Cardiovascular,2025,6,1,11,8,24,119,0,4,13.4836351871064,37.963354488393435,0,930.414295695293,0.7662824165452395,33.709107039844874
Hydrocortisone Sodium Succinate Injection,Resolved,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-03-24,Revised,Pulmonary/Allergy,2023,3,0,107,8,8,54,2,16,19.49896605696712,48.33867582947229,0,536.8408953581669,2.077945019507197,28.191097577124015
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Unavailable,Shortage of an active ingredient,Tablet,"Lannett Company, Inc.",2023-07-26,Reverified,Psychiatry,2023,7,0,142,6,24,65,1,15,0.0,26.626856164139493,1,985.8703285989563,2.802153570743495,13.014457480113883
Valproate Sodium Injection,Current,Available,Unknown,Injection,"Hikma Pharmaceuticals USA, Inc.",2020-12-30,Revised,Neurology,2020,12,0,232,8,8,53,2,10,0.0,90.96985187728501,0,753.5240789429878,3.9797427845345803,45.593289620380915
Furosemide Injection,Current,Available,Other,Injection,Gland Pharma Limited,2020-04-07,Reverified,Cardiovascular,2020,4,0,96,3,8,47,1,4,52.337485348890496,9.631457403402706,0,521.4047609774991,4.827953478737417,0.0
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-11-21,New,Endocrinology/Metabolism,2025,11,1,188,8,24,117,0,6,57.899354270025675,49.06429273570594,0,766.0080298543619,10.126773521532375,1.5495488611697077
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,InfoRLife SA,2018-03-27,Reverified,Anesthesia,2018,3,0,206,8,8,57,1,1,20.019279208872433,89.51933682305207,0,362.0454800853209,5.716377152825171,11.856986078711943
Sterile Water Irrigant,Current,Unavailable,Other,Irrigant,Baxter Healthcare,2023-04-28,Revised,Gastroenterology,2023,4,0,215,3,9,20,2,7,36.53113926111533,45.14959658031995,0,228.99450226330083,5.787794041117499,14.654044890190924
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Limited Availability,Shortage of an active ingredient,Tablet,"Elite Laboratories, Inc.",2022-10-12,Reverified,Psychiatry,2022,10,0,12,6,24,34,1,15,31.22500309087072,40.81914122996712,1,783.8020904594222,3.200160960161389,41.98032061292926
Insulin Aspart Protamine and Insulin Aspart Mix 70/30 Injectable Suspension,To Be Discontinued,Unknown,Unknown,Injectable Suspension,"Novo Nordisk, Inc.",2025-07-21,New,Endocrinology/Metabolism,2025,7,1,113,8,7,86,0,6,86.57761616910476,37.136200698170605,0,204.48504292367352,1.0604026129077027,20.73796906716144
Lactated Ringers Injection,Resolved,Unknown,Unknown,Injection,Baxter Healthcare,2024-10-11,Revised,Endocrinology/Metabolism,2024,10,0,125,8,8,20,2,6,47.39149822869153,41.03138300122703,1,724.8304070745487,2.415357955450653,17.10569015600349
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Somerset Therapeutics, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,8,8,108,1,1,22.44164817038467,75.20266644288367,0,510.7616540806245,1.869002529355325,0.9498984831366961
Furosemide Injection,Current,Available,Unknown,Injection,"Meitheal Pharmaceuticals, Inc.",2020-04-07,Reverified,Cardiovascular,2020,4,0,96,8,8,72,1,4,5.889191187991486,0.0,0,30.0,5.176692026663698,36.299503127622955
Hydromorphone Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2017-10-31,Revised,Analgesia/Addiction,2017,10,0,108,3,8,54,2,0,0.0,78.73554142851916,1,298.9661423379712,0.0,2.950386747991427
Methylprednisolone Acetate Injection,Current,Available,Unknown,Injection,Pfizer Inc.,2021-12-15,Reverified,Rheumatology,2021,12,0,143,8,8,92,1,19,29.06927271734446,13.672942646096807,0,617.1933682586176,5.777601158761732,0.8808306295973942
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Caplin Steriles, Ltd.",2020-12-22,Reverified,Anesthesia,2020,12,0,206,8,8,22,1,1,9.872985094313933,39.133648756842874,1,357.8997676320277,3.648281231691924,13.996127885792411
Furosemide Injection,Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2020-04-07,Revised,Cardiovascular,2020,4,0,96,3,8,54,2,4,0.0,35.55662275342944,0,30.0,6.2000446980671144,22.447910369827508
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,Amneal Pharmaceuticals,2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,10,1,1,12.068542315149468,57.94817193495584,0,962.2625447391562,1.8282754325371795,9.19786099759539
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,3.3690399277121017,9.841264258557551,1,559.281267945064,1.2958908554732629,30.605262544364084
Amino Acid Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,8,8,20,1,7,58.74283270145129,55.16779865380274,0,655.308751944432,2.779993842884669,15.755355845288758
Clonazepam Tablet,Current,Available,Unknown,Tablet,"Prinston Pharmaceutical, Inc.",2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,95,1,10,42.63279513898901,89.53481171231076,1,334.35334673761463,2.708052241738522,35.79153409417378
Clindamycin Phosphate Injection,Current,Unavailable,Demand increase for the drug,Injection,Baxter Healthcare,2023-03-21,Reverified,Anti-Infective,2023,3,0,49,1,8,20,1,2,24.84054717366765,15.01017189895817,0,686.0213908513302,6.41904523322479,27.57665918124611
Ketorolac Tromethamine Injection,Current,Available,Other,Injection,Gland Pharma Limited,2018-03-23,Reverified,Analgesia/Addiction,2018,3,0,124,3,8,47,1,0,54.59888277780052,49.1735356874287,1,1142.187050605346,6.390414499171197,46.872190105462046
Adalimumab-adaz Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2026-01-13,New,Rheumatology,2026,1,1,1,8,8,103,0,19,26.547366152952367,30.4363920884746,0,242.72445573042478,9.715069250606255,13.366566111837663
Tobramycin Solution,To Be Discontinued,Unknown,Unknown,Solution,"Teva Pharmaceuticals USA, Inc.",2025-06-16,New,Pulmonary/Allergy,2025,6,1,225,8,21,117,0,16,7.774315973434728,54.36951853624679,0,1083.4544468749748,2.5135235664463114,32.65956536608391
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-07-23,New,Endocrinology/Metabolism,2025,7,1,188,8,24,122,0,6,55.462481545393146,45.421251103146545,1,639.4974230622025,0.0,0.0
Amino Acid Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2020-12-08,Reverified,Gastroenterology,2020,12,0,9,8,8,20,1,7,35.77820087369317,30.88728800102519,1,195.6985381870977,2.7717322809075466,63.3748803961384
Frovatriptan Succinate Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2026-02-24,New,Neurology,2026,2,1,95,8,24,35,0,10,4.255076913470873,55.73319026716363,1,1274.336723156853,4.691973775625071,31.909198002068823
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Available,Unknown,Tablet,"Vertical Pharmaceuticals, LLC",2023-07-26,Reverified,Psychiatry,2023,7,0,142,8,24,123,1,15,21.193226438327837,84.69565841530834,1,637.0740839611263,6.143592073156507,15.555391666659197
Penicillin G Benzathine Injection,Current,Available,Unknown,Injection,Laboratorios Atral,2023-04-26,Revised,Anti-Infective,2023,4,0,174,8,8,64,2,2,7.487634932304857,40.80011658199943,1,736.7675340705644,4.910812813851159,16.11312184050724
Azacitidine Injection,Current,Available,Unknown,Injection,Armas Pharmaceuticals Inc,2020-12-18,Reverified,Oncology,2020,12,0,21,8,8,13,1,11,0.0,60.83467472726,0,405.72676334563477,2.5111674007309026,16.294653895440963
Flurazepam Hydrochloride Capsule,Current,Unavailable,Regulatory delay,Capsule,"Rising Pharma Holdings, Inc.",2022-08-03,Reverified,Neurology,2022,8,0,91,4,0,98,1,10,43.523550950632824,16.5479949268344,0,221.2856741346689,9.14249307224667,47.60054934652511
Morphine Sulfate Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2017-10-31,Revised,Analgesia/Addiction,2017,10,0,151,3,8,42,2,0,63.18833280940261,23.958399710003807,0,558.7346356365263,0.8987925983133209,33.47824250511825
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2022-10-12,Revised,Psychiatry,2022,10,0,12,8,24,117,2,15,0.0,55.3929381133683,0,1053.512303219165,3.176065454314486,13.350225464219765
Carboplatin Injection,Current,Unavailable,Requirements related to complying with good manufacturing practices,Injection,Accord Healthcare Inc.,2023-04-28,Revised,Oncology,2023,4,0,38,5,8,1,2,11,36.259384733811416,77.65055262779123,0,391.61906573500886,0.7602704774175764,1.417774728135761
"Epinephrine Bitartrate, Lidocaine Hydrochloride Injection",Current,Unavailable,Other,Injection,"Hospira, Inc., a Pfizer Company",2012-02-22,Revised,Anesthesia,2012,2,0,78,3,8,54,2,1,11.987148617563461,52.82349367328452,0,490.6370640490516,4.0587302862705155,37.94156953261875
Allopurinol Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2026-02-19,New,Oncology,2026,2,1,6,8,24,117,0,11,15.257492324706078,38.1127233284906,0,1009.7149651928548,8.767017276318608,32.57823389470436
Clindamycin Phosphate Injection,Current,Available,Unknown,Injection,Sagent Pharmaceuticals,2023-03-21,Reverified,Anti-Infective,2023,3,0,49,8,8,101,1,2,13.152121515222618,44.98441091931379,1,394.88560396851574,3.5772222283035617,30.59556045875899
Ketorolac Tromethamine Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-06-06,Revised,Analgesia/Addiction,2018,6,0,124,3,8,53,2,0,7.720184606403681,17.491029852666216,0,678.5967089091923,3.5956004437195626,18.743833469271475
Levothyroxine Sodium Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"EMD Serono, Inc.",2025-07-10,New,Endocrinology/Metabolism,2025,7,1,127,8,24,31,0,6,25.97043255889654,58.29933717981807,0,807.0726773588941,0.0,15.50573826633861
Paricalcitol Capsule,To Be Discontinued,Unknown,Unknown,Capsule,AbbVie Inc.,2025-10-07,New,Endocrinology/Metabolism,2025,10,1,170,8,0,0,0,6,8.380997671779244,64.411327371115,0,431.1266678930559,3.1390234426270034,45.27835267219608
Rocuronium Bromide Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2023-02-15,Reverified,Anesthesia,2023,2,0,205,8,8,54,1,1,30.409136515596778,35.05401267767223,1,608.4431576199729,7.451461150100055,46.674038589567154
Clonazepam Tablet,Current,Available,Unknown,Tablet,"Prinston Pharmaceutical, Inc.",2023-03-10,Reverified,Neurology,2023,3,0,51,8,24,95,1,10,23.99523781101726,34.65907274929097,1,731.3859721884106,3.2492915030287763,29.60187313462432
Diltiazem Hydrochloride Injection,To Be Discontinued,Unknown,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2026-01-05,New,Cardiovascular,2026,1,1,67,8,8,54,0,4,20.221039062671807,50.84932105234507,1,359.6796822595556,3.0466293582630675,34.54761297259863
Oseltamivir Phosphate Capsule,To Be Discontinued,Unknown,Unknown,Capsule,"Genentech, Inc",2025-09-30,New,Antiviral,2025,9,1,163,8,0,44,0,3,6.848726759168041,35.3921658071069,0,785.5178077464975,7.31714372752988,23.541472462560655
Promethazine Hydrochloride Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-11-21,Revised,Analgesia/Addiction,2023,11,0,193,3,8,53,2,0,13.464573388633346,43.545082478231905,0,308.5548707905964,3.0593076610883063,0.0
Ropivacaine Hydrochloride Injection,Current,Available,Unknown,Injection,"Somerset Therapeutics, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,8,8,108,1,1,40.10782451651512,91.19387936166333,0,263.71934736382815,7.876160896681368,5.303858659855305
Celecoxib Capsule,To Be Discontinued,Unknown,Unknown,Capsule,"Teva Pharmaceuticals USA, Inc.",2025-08-15,New,Analgesia/Addiction,2025,8,1,43,8,0,117,0,0,35.01834375248762,39.56543458358807,0,30.0,0.14608121383676576,37.19272854574159
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Unknown,Unknown,Tablet,"Upsher-Smith Laboratories, LLC",2025-04-28,New,Neurology,2025,4,1,68,8,24,122,0,10,5.448895104028978,37.11651665553311,0,323.7881796346295,6.033561924523091,39.105580217167855
Ropivacaine Hydrochloride Injection,Current,Unavailable,Other,Injection,"Fresenius Kabi USA, LLC",2018-03-23,Reverified,Anesthesia,2018,3,0,206,3,8,42,1,1,26.986646108584516,30.7540802760265,0,214.57405434542267,8.93898762308637,35.811905124644284
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Unavailable,Delay in shipping of the drug,Injection,"Fresenius Kabi USA, LLC",2018-02-20,Reverified,Anesthesia,2018,2,0,32,0,8,42,1,1,40.02774246743578,61.372223372998604,0,359.694115310759,7.02357069236474,25.190784651305492
Fentanyl Citrate Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2023-12-20,Revised,Analgesia/Addiction,2023,12,0,88,3,8,53,2,0,0.0,41.01306818920173,1,714.1974211700709,0.0,36.36948434442901
Insulin Degludec Injection,To Be Discontinued,Unknown,Unknown,Injection,"Novo Nordisk, Inc.",2025-07-21,New,Endocrinology/Metabolism,2025,7,1,114,8,8,86,0,6,35.8672038475987,30.713793156928627,1,30.0,2.0850902757073486,19.12794058251155
Dextrose Monohydrate 5% Injection,Current,Available,Unknown,Injection,Otsuka ICU Medical LLC,2022-02-14,Reverified,Endocrinology/Metabolism,2022,2,0,64,8,8,89,1,6,11.747524821083067,74.06868871000627,0,30.0,3.2741454260266507,29.32085504807451
Fentanyl Citrate Injection,Current,Available,Unknown,Injection,"Hospira, Inc., a Pfizer Company",2012-01-01,Reverified,Analgesia/Addiction,2012,1,0,88,8,8,54,1,0,36.41197337186318,76.23126609930002,0,237.8222741720511,7.029866490121242,16.929764478198233
Finasteride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-08-19,New,Urology,2025,8,1,89,8,24,117,0,22,9.734816869149663,31.790681553748485,0,661.43067275533,0.005145651365692672,4.148215502751768
Liraglutide Injection,Current,Limited Availability,Delay in shipping of the drug,Injection,"Novo Nordisk, Inc.",2023-07-18,Reverified,Endocrinology/Metabolism,2023,7,0,131,0,8,86,1,6,0.0,3.9361210700664415,0,601.1027314568903,0.9431899888220565,32.96857958745903
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,"Sunrise Pharmaceutical, Inc.",2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,114,1,15,0.0,67.16530117641229,1,232.22818348117596,0.0,39.12686606991715
Phenobarbital Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Endo Pharmaceuticals, Inc.",2025-10-31,New,Analgesia/Addiction,2025,10,1,177,8,24,35,0,0,25.96169893322764,29.938143833279913,0,909.2928812547616,1.5225992497365581,57.109381706250744
Quinapril Hydrochloride Tablet,Current,Unavailable,Shortage of an active ingredient,Tablet,"Solco Healthcare US, LLC",2023-01-19,Reverified,Cardiovascular,2023,1,0,196,6,24,107,1,4,30.194450034429636,62.39376318158091,1,269.5565227085807,0.2451800290830608,23.96043502093992
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Available,Unknown,Tablet,"Epic Pharma, LLC",2022-10-12,Reverified,Psychiatry,2022,10,0,12,8,24,36,1,15,6.9136674979118276,1.6577160103396196,0,661.8588951444943,8.793717580589224,4.2828527243265455
Pemetrexed Disodium Injection,To Be Discontinued,Unknown,Unknown,Injection,Sandoz Inc.,2025-10-10,New,Oncology,2025,10,1,172,8,8,103,0,11,37.77184917554748,64.6371414425848,1,373.02478536303977,2.0578681880561014,15.07338894006779
Phentermine Hydrochloride Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-13,New,Other,2025,6,1,179,8,24,117,0,13,0.0,18.354217555822814,0,195.9282771522204,6.0727758763900255,17.961629217122294
Ketorolac Tromethamine Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2018-06-06,Revised,Analgesia/Addiction,2018,6,0,124,3,8,53,2,0,23.67840402705367,61.076810619463544,1,288.2266241598411,4.053908521656611,22.22746709941867
Methotrexate Sodium Injection,Current,Available,Unknown,Injection,Accord Healthcare Inc.,2023-03-13,Reverified,Rheumatology,2023,3,0,140,8,8,1,1,19,0.7796760047508684,45.31400749240155,0,756.9001346847454,4.011883842773763,27.06314385107649
Methamphetamine Hydrochloride Tablet,Resolved,Unknown,Unknown,Tablet,"Dr. Reddy's Laboratories, Inc.",2023-03-17,Revised,Psychiatry,2023,3,0,138,8,24,29,2,15,11.963277843956817,24.013332773273813,1,626.3588007999643,2.2256685413816824,25.444539385950016
Methylprednisolone Acetate Injection,Current,Unavailable,Demand increase for the drug,Injection,Eugia US LLC,2021-12-15,Revised,Rheumatology,2021,12,0,143,1,8,38,2,19,25.94797342632828,36.04520111561083,0,838.8359323217899,6.310067461392123,31.65623387697884
Carbamazepine Tablet,To Be Discontinued,Unknown,Unknown,Tablet,"Teva Pharmaceuticals USA, Inc.",2025-06-10,New,Neurology,2025,6,1,37,8,24,117,0,10,7.791732694320952,60.09900605304742,0,626.3451288879786,4.463032697927023,22.961345715388724
Dextrose Monohydrate 5% Injection,Current,Available,Unknown,Injection,Baxter Healthcare,2022-02-14,Reverified,Endocrinology/Metabolism,2022,2,0,64,8,8,20,1,6,17.308889115403492,47.32967796853515,1,30.0,4.290231738817141,0.0
"Potassium Chloride Capsule, Extended Release",To Be Discontinued,Unknown,Unknown,"Capsule, Extended Release","Teva Pharmaceuticals USA, Inc.",2025-05-19,New,Endocrinology/Metabolism,2025,5,1,187,8,1,117,0,6,45.12585618428881,57.85708557039465,1,1240.0451920080777,2.2197381694662304,23.407007430401727
Sufentanil Citrate Injection,Current,Unavailable,Other,Injection,"Hikma Pharmaceuticals USA, Inc.",2022-05-03,Revised,Analgesia/Addiction,2022,5,0,217,3,8,53,2,0,13.462162609537025,88.48169285934068,1,631.3091549204642,2.7106722215409382,21.300961419607823
Desonide Lotion,To Be Discontinued,Unknown,Unknown,Lotion,"Actavis Pharma, Inc.",2025-09-18,New,Dermatology,2025,9,1,60,8,10,2,0,5,41.713842241302835,10.58668454235687,1,680.1350440358804,5.766733352726274,28.254002957313997
Dexamethasone Sodium Phosphate Injection,Current,Unavailable,Demand increase for the drug,Injection,"Hikma Pharmaceuticals USA, Inc.",2019-02-08,Revised,Dermatology,2019,2,0,61,1,8,53,2,5,2.405862906847638,80.57867664930973,1,368.1068121762038,4.690166834636503,14.577766916337154
Dexmedetomidine Hydrochloride Injection,Current,Available,Unknown,Injection,Pfizer Inc.,2020-04-10,Reverified,Anesthesia,2020,4,0,62,8,8,92,1,1,35.59608355830566,47.29583062551068,0,889.6124026552479,4.37041694352562,23.35288586714583
