generic_name,status,therapeutic_category,company_name,year,month,shortage_reason,production_drop_3m,import_dependency,risk_prediction,risk_label
Clonazepam Tablet,Current,Neurology,"Prinston Pharmaceutical, Inc.",2023,3,Unknown,23.99523781101726,34.65907274929097,0,Not At Risk
Diltiazem Hydrochloride Injection,To Be Discontinued,Cardiovascular,"Hospira, Inc., a Pfizer Company",2026,1,Unknown,20.221039062671807,50.84932105234507,1,At Risk
Oseltamivir Phosphate Capsule,To Be Discontinued,Antiviral,"Genentech, Inc",2025,9,Unknown,6.848726759168041,35.3921658071069,0,Not At Risk
Promethazine Hydrochloride Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2023,11,Other,13.464573388633346,43.54508247823191,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Somerset Therapeutics, LLC",2018,3,Unknown,40.10782451651512,91.19387936166332,0,Not At Risk
Celecoxib Capsule,To Be Discontinued,Analgesia/Addiction,"Teva Pharmaceuticals USA, Inc.",2025,8,Unknown,35.01834375248762,39.56543458358807,1,At Risk
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,5.448895104028978,37.11651665553311,1,At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Other,26.98664610858452,30.7540802760265,0,Not At Risk
"Bupivacaine Hydrochloride, Epinephrine Bitartrate Injection",Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,2,Delay in shipping of the drug,40.02774246743578,61.37222337299861,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2023,12,Other,0.0,41.01306818920173,0,Not At Risk
Insulin Degludec Injection,To Be Discontinued,Endocrinology/Metabolism,"Novo Nordisk, Inc.",2025,7,Unknown,35.8672038475987,30.713793156928627,1,At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2022,2,Unknown,11.747524821083069,74.06868871000627,0,Not At Risk
Fentanyl Citrate Injection,Current,Analgesia/Addiction,"Hospira, Inc., a Pfizer Company",2012,1,Unknown,36.41197337186318,76.23126609930002,0,Not At Risk
Finasteride Tablet,To Be Discontinued,Urology,"Teva Pharmaceuticals USA, Inc.",2025,8,Unknown,9.734816869149665,31.790681553748485,1,At Risk
Liraglutide Injection,Current,Endocrinology/Metabolism,"Novo Nordisk, Inc.",2023,7,Delay in shipping of the drug,0.0,3.9361210700664415,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Sunrise Pharmaceutical, Inc.",2022,10,Unknown,0.0,67.16530117641229,0,Not At Risk
Phenobarbital Tablet,To Be Discontinued,Analgesia/Addiction,"Endo Pharmaceuticals, Inc.",2025,10,Unknown,25.96169893322764,29.938143833279916,1,At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,"Solco Healthcare US, LLC",2023,1,Shortage of an active ingredient,30.19445003442964,62.39376318158091,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Epic Pharma, LLC",2022,10,Unknown,6.913667497911828,1.6577160103396196,0,Not At Risk
Pemetrexed Disodium Injection,To Be Discontinued,Oncology,Sandoz Inc.,2025,10,Unknown,37.77184917554748,64.6371414425848,1,At Risk
Phentermine Hydrochloride Tablet,To Be Discontinued,Other,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,0.0,18.35421755582281,1,At Risk
Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2018,6,Other,23.67840402705367,61.07681061946354,0,Not At Risk
Methotrexate Sodium Injection,Current,Rheumatology,Accord Healthcare Inc.,2023,3,Unknown,0.7796760047508684,45.31400749240155,0,Not At Risk
Methamphetamine Hydrochloride Tablet,Resolved,Psychiatry,"Dr. Reddy's Laboratories, Inc.",2023,3,Unknown,11.963277843956815,24.013332773273813,0,Not At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Eugia US LLC,2021,12,Demand increase for the drug,25.94797342632828,36.04520111561083,0,Not At Risk
Carbamazepine Tablet,To Be Discontinued,Neurology,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,7.791732694320952,60.09900605304742,1,At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Baxter Healthcare,2022,2,Unknown,17.308889115403492,47.32967796853515,1,At Risk
"Potassium Chloride Capsule, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Teva Pharmaceuticals USA, Inc.",2025,5,Unknown,45.12585618428881,57.85708557039465,1,At Risk
Sufentanil Citrate Injection,Current,Analgesia/Addiction,"Hikma Pharmaceuticals USA, Inc.",2022,5,Other,13.462162609537025,88.48169285934068,0,Not At Risk
Desonide Lotion,To Be Discontinued,Dermatology,"Actavis Pharma, Inc.",2025,9,Unknown,41.71384224130284,10.58668454235687,1,At Risk
Dexamethasone Sodium Phosphate Injection,Current,Dermatology,"Hikma Pharmaceuticals USA, Inc.",2019,2,Demand increase for the drug,2.405862906847638,80.57867664930973,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Pfizer Inc.,2020,4,Unknown,35.59608355830566,47.29583062551068,0,Not At Risk
Ezetimibe Tablet,To Be Discontinued,Cardiovascular,"Actavis Pharma, Inc.",2025,6,Unknown,53.83137241315801,25.22675093689118,1,At Risk
Irinotecan Hydrochloride Injection,To Be Discontinued,Oncology,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",2025,9,Unknown,0.0,15.733100233742224,1,At Risk
Naltrexone Hydrochloride Tablet,Resolved,Analgesia/Addiction,"Sun Pharmaceutical Industries, Inc.",2024,2,Unknown,9.062094890590464,40.83935140290527,0,Not At Risk
Oxaliplatin Injection,To Be Discontinued,Oncology,"Fresenius Kabi USA, LLC",2026,2,Unknown,36.5414425436108,65.27630246233811,1,At Risk
Sodium Bicarbonate Injection,Current,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2017,3,Discontinuation of the manufacture of the drug,20.939092279140148,42.19391935169425,0,Not At Risk
Finasteride Tablet,To Be Discontinued,Urology,"Teva Pharmaceuticals USA, Inc.",2025,8,Unknown,32.422917467426174,78.24540846544164,1,At Risk
"Fluvastatin Sodium Tablet, Extended Release",To Be Discontinued,Cardiovascular,Sandoz Inc.,2026,1,Unknown,12.92029626568359,13.074134818865703,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Teva Pharmaceuticals USA, Inc.",2022,10,Unknown,26.731795749458,44.7340431473868,1,At Risk
Phenobarbital Tablet,To Be Discontinued,Analgesia/Addiction,"Endo Pharmaceuticals, Inc.",2025,10,Unknown,21.88645529215841,17.44734422291138,1,At Risk
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,48.35564123319615,52.99990141774929,0,Not At Risk
Quinapril/Hydrochlorothiazide Tablet,Current,Cardiovascular,Chartwell Molecular Holdings LLC,2023,1,Unknown,30.08841686602426,64.5115225821406,0,Not At Risk
Cholestyramine Powder,To Be Discontinued,Cardiovascular,"Upsher-Smith Laboratories, LLC",2025,5,Unknown,31.752053241504044,35.743240539016824,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,"Hospira, Inc., a Pfizer Company",2020,4,Unknown,16.762460677550653,0.0,0,Not At Risk
Lactated Ringers Injection,Resolved,Endocrinology/Metabolism,Baxter Healthcare,2024,10,Unknown,15.24787551855013,49.37685922952288,0,Not At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,"Sun Pharmaceutical Industries, Inc.",2023,7,Unknown,16.348836243607582,54.60824813813721,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Lannett Company, Inc.",2023,7,Shortage of an active ingredient,32.88904284756594,53.89448460915735,0,Not At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,Otsuka ICU Medical LLC,2022,2,Unknown,16.580310383594743,72.1872082200874,1,At Risk
Gemcitabine Hydrochloride Injection,To Be Discontinued,Oncology,"Hospira, Inc., a Pfizer Company",2025,9,Unknown,30.79549713792826,21.436819047720924,1,At Risk
Insulin Lispro-aabc Injection,To Be Discontinued,Endocrinology/Metabolism,Eli Lilly and Co.,2025,10,Unknown,66.50801597290878,59.964754319909886,1,At Risk
Methotrexate Injection,To Be Discontinued,Rheumatology,"Assertio Specialty Pharmaceuticals, LLC",2025,8,Unknown,42.422494068633846,71.23516527451545,0,Not At Risk
Phenoxybenzamine Hydrochloride Capsule,To Be Discontinued,Cardiovascular,Advanz Pharma (US) Corp.,2025,12,Unknown,18.479529356643177,5.871073151856628,1,At Risk
Adalimumab-afzb Injection,To Be Discontinued,Rheumatology,Pfizer Inc.,2025,10,Unknown,49.024278443278895,52.0323401702175,1,At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,Aurobindo Pharma USA,2023,1,Discontinuation of the manufacture of the drug,16.83849253956897,33.90804371783123,0,Not At Risk
Bupivacaine Hydrochloride Injection,Current,Anesthesia,Kindos Pharmaceuticals Co. Ltd.,2018,2,Unknown,0.0,43.20650119176379,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,Pfizer Inc.,2020,4,Unknown,4.8382737816519175,52.6488826378434,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,2,Unknown,0.0,34.280971589501846,1,At Risk
Cefepime Hydrochloride Injection,To Be Discontinued,Anti-Infective,"Fresenius Kabi USA, LLC",2026,2,Unknown,17.969730319173827,30.13442225844454,1,At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,Granules Pharmaceuticals Inc.,2022,10,Unknown,25.368367583791034,45.751353184736544,0,Not At Risk
"Montelukast Sodium Tablet, Chewable",To Be Discontinued,Pulmonary/Allergy,Organon,2025,11,Unknown,58.52874624550565,21.080589345018343,1,At Risk
Oxybutynin Chloride Tablet,To Be Discontinued,Renal,"Upsher-Smith Laboratories, LLC",2025,5,Unknown,31.53854747528325,21.11184716452592,1,At Risk
Sodium Bicarbonate Injection,Current,Endocrinology/Metabolism,Long Grove Pharmaceuticals LLC,2017,3,Unknown,20.617989423822717,59.94621222504307,0,Not At Risk
Tobramycin Solution,To Be Discontinued,Pulmonary/Allergy,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,41.58811162366978,19.726531226509564,1,At Risk
Clonazepam Tablet,Current,Neurology,Aurobindo Pharma USA,2023,3,Unknown,0.0,59.65887502000266,0,Not At Risk
Fondaparinux Sodium Injection,To Be Discontinued,Hematology,"Jiangsu Hengrui Pharmaceuticals Co. (US Agent eVenus Pharmaceutical Laboratories, Inc.)",2025,9,Unknown,29.71229116217132,55.17700844278693,1,At Risk
Liraglutide Injection,Current,Endocrinology/Metabolism,"Novo Nordisk, Inc.",2023,7,Unknown,40.417303877739336,7.032251966606872,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Lannett Company, Inc.",2023,7,Unknown,0.0,30.093577648615582,0,Not At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Novadoz Pharmaceuticals LLC,2023,7,Unknown,47.87508086413858,71.2704068670422,0,Not At Risk
Ropivacaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2018,3,Unknown,31.769928149888283,23.414358314927004,0,Not At Risk
Clonazepam Tablet,Current,Neurology,"Prinston Pharmaceutical, Inc.",2023,3,Unknown,16.694241721983975,34.78310622919347,0,Not At Risk
Eszopiclone Tablet,To Be Discontinued,Neurology,"Teva Pharmaceuticals USA, Inc.",2025,6,Unknown,37.6556373221257,55.16533965154172,1,At Risk
Midazolam Hydrochloride Injection,Current,Anesthesia,Gland Pharma Limited,2020,4,Other,70.41385715608791,62.2345912042171,0,Not At Risk
Rocuronium Bromide Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2023,2,Unknown,28.637325101169903,39.46614450702109,1,At Risk
Amino Acid Injection,Current,Gastroenterology,B. Braun Medical Inc.,2020,12,Unknown,29.964411726006723,31.854775716783884,0,Not At Risk
Desmopressin Acetate Spray,Current,Hematology,Ferring,2021,3,Requirements related to complying with good manufacturing practices,15.812782009195118,76.29213695736718,0,Not At Risk
"Divalproex Sodium Tablet, Delayed Release",To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,8.003112610704164,83.25579260354674,1,At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Alvogen,2023,7,Unknown,41.60671633088491,66.5348771171995,0,Not At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Novadoz Pharmaceuticals LLC,2023,7,Unknown,7.878323481822655,46.87699913643053,0,Not At Risk
Ceftazidime Injection,To Be Discontinued,Anti-Infective,"Hospira, Inc., a Pfizer Company",2025,11,Unknown,26.43132474438785,27.21815412389962,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,Accord Healthcare Inc.,2020,4,Requirements related to complying with good manufacturing practices,15.446851064697666,26.73022305575557,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Sun Pharmaceutical Industries, Inc.",2023,7,Unknown,34.57959651492784,56.495310315846666,0,Not At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,"Solco Healthcare US, LLC",2023,1,Shortage of an active ingredient,31.673242105738964,54.20476085955104,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,Sintetica US,2012,2,Unknown,45.750798885157984,75.83516904482144,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Hospira, Inc., a Pfizer Company",2012,2,Unknown,14.79967202290506,59.30990203579506,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,"Elite Laboratories, Inc.",2023,7,Shortage of an active ingredient,19.602501294132573,11.932233361284004,0,Not At Risk
Dexmedetomidine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2020,4,Other,5.424725684353852,68.1428475899042,0,Not At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,Eugia US LLC,2018,6,Demand increase for the drug,16.114134798477767,23.04266619908292,0,Not At Risk
Nitroglycerin Injection,Resolved,Cardiovascular,Baxter Healthcare,2023,10,Unknown,32.546009860897044,36.55263201704827,0,Not At Risk
Celecoxib Capsule,To Be Discontinued,Analgesia/Addiction,"Teva Pharmaceuticals USA, Inc.",2025,8,Unknown,40.13977233290704,50.50440453753728,1,At Risk
Dobutamine Hydrochloride Injection,Current,Cardiovascular,"Hospira, Inc., a Pfizer Company",2017,11,Unknown,6.556693516447492,88.90468477524722,0,Not At Risk
Sodium Bicarbonate Injection,Current,Endocrinology/Metabolism,"Hospira, Inc., a Pfizer Company",2017,3,Other,42.392118402113205,100.0,0,Not At Risk
Naltrexone Hydrochloride Tablet,Resolved,Analgesia/Addiction,Accord Healthcare Inc.,2024,2,Unknown,52.11275717609902,58.34790730099602,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Sun Pharmaceutical Industries, Inc.",2023,7,Discontinuation of the manufacture of the drug,33.268698064474016,40.96967438815147,0,Not At Risk
Quinapril Hydrochloride Tablet,Current,Cardiovascular,"Lupin Pharmaceuticals, Inc.",2023,1,Requirements related to complying with good manufacturing practices,62.53591625116132,56.75912426657211,0,Not At Risk
Heparin Sodium Injection,Current,Hematology,B. Braun Medical Inc.,2017,11,Unknown,9.52421601792854,64.5284193692244,0,Not At Risk
Dopamine Hydrochloride Injection,Current,Cardiovascular,Baxter Healthcare,2017,11,Unknown,0.1069059337716602,37.94531223774178,0,Not At Risk
Bumetanide Injection,Current,Cardiovascular,Sagent Pharmaceuticals,2018,1,Demand increase for the drug,0.0,84.4946498300711,0,Not At Risk
Albuterol Sulfate Solution,Current,Pediatric,"Ritedose Pharmaceuticals, LLC",2022,10,Unknown,54.92088622978366,50.06155670221085,0,Not At Risk
Quinapril/Hydrochlorothiazide Tablet,Current,Cardiovascular,Aurobindo Pharma USA,2023,1,Discontinuation of the manufacture of the drug,38.08731312708115,55.950347960010674,0,Not At Risk
Methylprednisolone Acetate Injection,Current,Rheumatology,Pfizer Inc.,2021,12,Unknown,23.8883065817909,59.65033354519815,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,"Avet Pharmaceuticals, Inc.",2020,4,Unknown,30.599372526396404,54.27490543351803,0,Not At Risk
Furosemide Injection,Current,Cardiovascular,Sagent Pharmaceuticals,2020,4,Other,2.490219054032469,63.45669101033147,0,Not At Risk
Ketorolac Tromethamine Injection,Current,Analgesia/Addiction,"Fresenius Kabi USA, LLC",2018,3,Other,73.91503959233653,31.42042989596769,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Trigen Laboratories, LLC",2023,7,Demand increase for the drug,27.58442363950455,32.71736141318733,0,Not At Risk
Nebivolol Hydrochloride Tablet,To Be Discontinued,Cardiovascular,Torrent Pharmaceuticals Limited,2026,3,Unknown,27.187895892097856,20.79660687462271,1,At Risk
Metoprolol Tartrate Tablet,To Be Discontinued,Cardiovascular,Aurobindo Pharma USA,2025,6,Unknown,39.51533247797384,54.66902707364498,0,Not At Risk
"Methylphenidate Hydrochloride Tablet, Extended Release",Current,Psychiatry,"Vertical Pharmaceuticals, LLC",2023,7,Other,34.620184634734265,62.136603077266514,0,Not At Risk
Gemcitabine Hydrochloride Injection,To Be Discontinued,Oncology,"Hospira, Inc., a Pfizer Company",2025,9,Unknown,29.477680485582628,55.071003055341485,1,At Risk
Cetrorelix Acetate Injection,To Be Discontinued,Reproductive,"Teva Pharmaceuticals USA, Inc.",2025,11,Unknown,9.190510891093762,81.83883353364581,1,At Risk
Amlodipine Besylate; Hydrochlorothiazide; Olmesartan Medoxomil Tablet,To Be Discontinued,Cardiovascular,Torrent Pharma Inc.,2025,6,Unknown,34.42936714271991,44.876887585760976,1,At Risk
Lidocaine Hydrochloride Injection,Current,Anesthesia,"Fresenius Kabi USA, LLC",2012,2,Unknown,62.640489929500674,59.71231642303528,0,Not At Risk
Lisdexamfetamine Dimesylate Capsule,Current,Psychiatry,Alvogen,2023,7,Unknown,51.90840092309955,20.982580724935083,0,Not At Risk
"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",Current,Psychiatry,"Sunrise Pharmaceutical, Inc.",2022,10,Unknown,56.86373253278794,36.483806545563176,0,Not At Risk
Midodrine Hydrochloride Tablet,To Be Discontinued,Cardiovascular,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,14.775686471376297,60.3018306664471,0,Not At Risk
Azacitidine Injection,Current,Oncology,Eugia US LLC,2020,12,Demand increase for the drug,5.207903594828384,63.680246436349165,0,Not At Risk
Baclofen Tablet,To Be Discontinued,Neurology,"Upsher-Smith Laboratories, LLC",2025,4,Unknown,22.48426159800704,38.53272715138799,1,At Risk
"Potassium Chloride Tablet, Extended Release",To Be Discontinued,Endocrinology/Metabolism,"Upsher-Smith Laboratories, LLC",2025,7,Unknown,26.11449824577389,43.42481645912253,1,At Risk
"Lisdexamfetamine Dimesylate Tablet, Chewable",Current,Psychiatry,Takeda Pharmaceuticals USA Inc.,2023,7,Unknown,46.88383036941897,11.606777573022192,0,Not At Risk
Valsartan Tablet,To Be Discontinued,Cardiovascular,"Mylan Pharmaceuticals Inc., a Viatris Company",2025,11,Unknown,0.0,37.14535758225459,1,At Risk
Dextrose Monohydrate 5% Injection,Current,Endocrinology/Metabolism,B. Braun Medical Inc.,2022,2,Unknown,55.59100638921228,64.5884295974353,0,Not At Risk
